No,video_title,channel,publish time,link,description
11,"BTS Performs ""Life Goes On"" | MTV Unplugged Presents: BTS",MTV,2021-02-24T02:30:21Z,https://www.youtube.com/watch?v=jFd1hhqX-0U,"BTS Performs ""Life Goes On"" on MTV Unplugged Presents: BTS. 

#MTVUnplugged #BTS #BTSonMTV #MTV

Subscribe to MTV: http://goo.gl/NThuhC

More from MTV:
Official MTV Website: http://www.mtv.com/
Like MTV: https://www.facebook.com/MTV
Follow MTV: https://twitter.com/MTV
MTV Instagram: http://instagram.com/mtv

#MTV is your destination for the hit series WNO, VMA, Jersey Shore, The Challenge, MTV Floribama Shore, Teen Mom and much more!"
12,【正常發揮PiMW】20210223 「黑掉」韓國瑜！「做掉」彭文正！ 「書」中自有「小英網軍蟑螂窩」完整版,正常發揮,2021-02-23T14:11:56Z,https://www.youtube.com/watch?v=wHT4fL-y_r8,"正常發揮 是個{不正常}的政論節目

我們評論政治 更愛挖掘內幕
我們監督時政 更愛嘲弄政客

我們罵人不帶髒 糗人沒在怕

犀利也好 幽默也罷
難搞也行 有種最大

我們的苛薄不太正常
我們的尖酸直戳心臟 

國內 國外 政治 社會

誰敢不正常 我們就上膛

正常發揮主旨無他

就盼台灣正常 世界正常
你的盼望 我來喉舌
你的正常 我來發揮

#王又正 #正常發揮

⚠️「未經著作權人事先書面同意，勿將內容用於商業性質之分享、連結。」
「如有任何營業使用，必須事先取得書面同意」

⚠️ 重要提醒！目前YT頻道、臉書粉專先上線！不定時會分享正常發揮小組的工作內容、生活點滴。

⚠️節目正式開播前，會再通知大家！

⚠️記得到臉書按讚、追蹤＋分享啊！
https://www.facebook.com/Playitmyway2020"
13,第二彈！台灣二十年偶像劇神曲串燒 20 Years Taiwanese Drama OSTs Mashup II｜Acoustic Guitar Cover by 倆人 Acoustic Too,倆人 Acoustic Too,2021-02-22T12:00:15Z,https://www.youtube.com/watch?v=upeepGpvF0U,"一個聲音、一把吉他
倆人的音樂計畫

#久等了

-

演唱 Vocal：瑀禾
木吉他 Acoustic Guitar：管倫忠
錄音室 Recording Studio：華納音樂 Warner Music Taiwan
錄音 Recording：管倫忠
剪輯 Editing：管倫忠
調音 Vocal Tuning：江泰德
混音 Mixing：管倫忠

攝影 Camera：周禹方、劉奕辛
燈光 Lighting：周禹方
燈助 Lighting Technician：李俊彥
剪接 Editor：瑀禾
後製 Production：瑀禾

特別感謝 Particular Thanks：
華納音樂 Warner Music Taiwan 阿諺
永安市場a音樂人之家：coming soon...
禹方a影像服務：https://www.instagram.com/ypde_/

-

⌲ 瑀禾 Instagram : @yuheoffduty

⌲ 倆人的臉書專頁：
https://www.facebook.com/AcousticTooTW/​
⌲ 倆人的Instagram：
https://instagram.com/acoustictootw/​

⌲ 音樂演唱合作寄這邊：
win.creativity.tw@gmail.com
⌲ 聯絡我們＆其他合作寄這邊：
acoustictootw@gmail.com"
14,"BTS Performs ""Blue & Grey"" | MTV Unplugged Presents: BTS",MTV,2021-02-24T02:12:57Z,https://www.youtube.com/watch?v=iP62Tg04vww,"BTS Performs ""Blue & Grey"" on MTV Unplugged Presents: BTS. 

#MTVUnplugged #BTS #BTSonMTV #MTV

Subscribe to MTV: http://goo.gl/NThuhC

More from MTV:
Official MTV Website: http://www.mtv.com/
Like MTV: https://www.facebook.com/MTV
Follow MTV: https://twitter.com/MTV
MTV Instagram: http://instagram.com/mtv

#MTV is your destination for the hit series WNO, VMA, Jersey Shore, The Challenge, MTV Floribama Shore, Teen Mom and much more!"
15,BTS Performs 'Fix You' (Coldplay Cover) | MTV Unplugged Presents: BTS,MTV UK,2021-02-24T04:49:29Z,https://www.youtube.com/watch?v=60g72d4Nqss,"Musical guests BTS perform a stripped down cover of Coldplay's classic track 'Fix You' for MTV Unplugged Presents: BTS.

#BTS #MTVUnplugged #FixYou

Subscribe to MTV UK for more great videos and exclusives! https://www.youtube.com/c/MTVUK

Get social with MTV @ 
💋 Twitter: https://twitter.com/MTVUK 
🍺 Instagram: http://instagram.com/mtvuk 
💅 Tumblr: http://mtvuk.tumblr.com
🍿 Facebook: https://www.facebook.com/mtvuk 
🎷 Official: http://www.mtv.co.uk

MTV UK is your place to watch all your favourites! Live EMAs performances, music artist to follow on MTV Push, latest MTV Movies exclusives and the best from Geordie Shore, Just Tattoo of Us, Teen Mom UK, Ex on The Beach and many many more!"
16,《一日系列ＳＰ》邰哥為了KID菇的手錶！竟然一路丐到GARMIN總部！？-一日GARMIN,木曜4超玩,2021-02-18T15:30:14Z,https://www.youtube.com/watch?v=_xvXA2Cdp-w,"本集乾爹↓↓↓
陸、海、空GPS及智慧穿戴的領航家，
成為我們的夥伴，一起航向偉大的航道吧！
成為時尚領航家：https://bit.ly/3aFJNvk
成為運動一員：https://bit.ly/3aDr03Z
成為工作夥伴：https://www.104.com.tw/company/at3fhmo
成為應援粉絲：https://www.facebook.com/GarminTaiwan/

支持木曜加入深度會員：https://cbtv.tw/join

請訂閱我們的頻道：https://cbtv.tw/SubMuyao
第一時間看我們的新作品，參與直播！🙏🙏

主持人：邰智源、林柏昇KID、坤達、溫妮、泱泱、阿部瑪利亞
木曜四超玩 每周四晚上9點直播，網址：https://cbtv.tw/Muyao
或至play商店及app store搜尋下載「麥卡貝網路電視」

木曜專屬周邊↓↓↓
➤蝦皮賣場：https://shopee.tw/muyao4.store
➤PChome賣場：https://cbtv.tw/MuPcH
➤Y!拍賣：https://cbtv.tw/MuYahoo

Youtube頻道資訊↓↓↓
➤訂閱木曜主頻道：https://cbtv.tw/SubMuyao
➤加入木曜會員：https://cbtv.tw/join
➤訂閱月曜一起玩：https://cbtv.tw/SubMuyao2

➤木曜的社群資訊
Facebook: https://www.facebook.com/Muyao4/
Instagram: https://www.instagram.com/muyao4/

➤主持人社群資訊
邰智源: https://www.instagram.com/taitaihome/
Kid: https://www.instagram.com/circuskidd/
坤達: https://www.instagram.com/hsieh_kunda/
溫妮: https://www.instagram.com/yuen_nnnnnn/
泱泱: https://www.instagram.com/lynnwu0219/
阿部瑪利亞：https://www.instagram.com/_abedesu/

本影片屬麥卡貝網路電視所有，未經授權不得任意下載、上傳或做其他利用。
歡迎分享影片連結。

本節目合作提案請洽cbpm@walkgame.com

#木曜4超玩 #邰智源 #一日系列"
17,"Jing Long Sings ' I Lost You', Funko Zhou Shen Shows Up! 井胧演唱《丢了你》惹来周深狂点头！| 创造营 CHUANG2021",创造营 CHUANG2021,2021-02-21T11:15:00Z,https://www.youtube.com/watch?v=22TWr3474w4,"CHUANG 2021, produced by Tencent Video, is a variety show of an international boy group formation. It is dedicated to fully showing the stage performance, vigour and persistence of youngsters of new times. Nearly a hundred boys from various countries, agencies and colleges, with the help of outstanding seniors, will be together to make cultural and professional exchanges, improve themselves by rising to the challenge, explore their true self and chase their dreams zealously.

《创造营2021》是由腾讯视频出品的国际青年文化交流男团成长综艺，致力于充分展现新时代国际青年人的音乐舞台表现力、青春活力和拼搏向上力。节目召集来自不同国家、不同经纪公司和院校的近百名学员，在多位榜样前辈的引领、助力、陪伴下一同进行文化与专业交流、打破重组迎接挑战，一同探索真我热血追梦。

☞Subscribe our Channel NOW: http://bit.ly/CHUANG2021
☞Watch it NOW on WeTV: http://bit.ly/Chuang2021

✿More about CHUANG 2021✿
Facebook: http://www.facebook.com/CHUANG2021official/
Instagram: https://www.instagram.com/chuang_official/
Twitter: https://twitter.com/CHUANG_Official

#CHUANG2021 #创造营2021 #WeTV 

✿More Fantastic Shows✿
❤[Produce 101 China]☞ http://bit.ly/2HlTVdr
❤[Produce Camp 2019]☞http://bit.ly/325caNQ
❤[CHUANG 2020]☞http://bit.ly/2MxCUmt

🔒Official Channel We TV Subscribe it Now🔒
☞ 腾讯视频: http://bit.ly/wetvnew
☞ 创造营 CHUANG2021: http://bit.ly/CHUANG2021
☞ 腾讯动漫：http://bit.ly/wetvanime
☞ 腾讯视频热播综艺: https://bit.ly/wetvshow
☞ 腾讯视频华语经典剧场: https://bit.ly/wetvdrama
☞ WeTV 台灣: http://bit.ly/wetvtw
☞ WeTV Thailand: http://bit.ly/wetvthaisub
☞ WeTV Indonesia: http://bit.ly/wetvinsub
☞ WeTV Vietnam: http://bit.ly/wetvvisub
☞ WeTV English: http://bit.ly/wetveng
☞ WeTV Arabic: http://bit.ly/wetvarab
☞ WeTV Spanish: http://bit.ly/wetvesp
☞ WeTV Korea: http://bit.ly/wetvkr
☞ WeTV Turkish: https://bit.ly/wetvtur
☞ WeTV Russian: https://bit.ly/wetvrus
☞ WeTV Portuguese: https://bit.ly/wetvpt-br

 #腾讯视频 #Tencentvideo"
18,Daft Punk - Epilogue,Daft Punk,2021-02-22T14:21:45Z,https://www.youtube.com/watch?v=DuDX6wNfjqc,#DaftPunk #Epilogue
19,多情城市 EP368 鱷魚的眼淚｜Golden City,民視戲劇館 Formosa TV Dramas,2021-02-23T14:15:00Z,https://www.youtube.com/watch?v=IiJXextk2Ug,"加堯找世昌喝酒，告知後天就是新賣場破土典禮，同時也是自己接任總經理職位之日，希望世昌能來觀禮，世昌勸他要好好幫助文真，慧君來找世昌，加堯囂張請慧君也一起觀禮，慧君答應。

加堯回家裝乖，向秋鴻表示會改掉過去所有的錯，也會替文真好好守護公司，希望秋鴻能來觀禮，加鈺為了撮合秋鴻和世昌，也幫忙說話，秋鴻終於同意。

加純和加鈺受加堯之託，來醫院照顧文真，文真心想如此明天就無法出去對付加堯，一直要加純和加鈺離開，但加純和加鈺就是不肯，文真苦惱。

美鈴奇怪加純怎麼沒回家，加堯表示加純和加鈺去照顧文真，文章偷偷打電話給加純，表示已聯絡文真朋友去照顧文真，要加純和加鈺一起出席觀禮，加純覺得連秋鴻和世昌都會去，這是劉家大事，便同意讓文真朋友來照顧，文章心裡暗暗擔心加純知道加堯所做的壞事，是否能承受得了。

加堯希望雨宣不要出席典禮，不然世昌和秋鴻又要生氣了，雨宣不肯，加堯甜言蜜語哄著她，最後被說服。

曉安到仲介公司看屋，裡面只有思思一人，曉安說了些讓人誤會她和張廷有曖昧的話，思思忍不住提醒曉安是有丈夫的人，曉安不爽，和思思起衝突，張廷來，曉安故意裝乖依偎著張廷，張廷尷尬，趕緊表示要帶她看房，拉著曉安離去，思思懶得理會。

威廉要淑娟別讓正怡去幫加烈，免得正怡會對加烈舊情難忘，淑娟打槍威廉也別肖想正怡，不論加烈或威廉，她絕不會答應正怡和他們在一起，淑娟逕自離開，威廉跟上。不遠處，張廷責備曉安怎可去找思思麻煩，兩人起爭執，張廷不想理曉安，轉頭要走，曉安拉住他不許他走，突然淑娟聲音響起，喝問兩人在幹什麼，曉安表示是為了租屋事才爭執，張廷也只能跟著附和，淑娟半信半疑的警告幾句。

文真友人來照顧她，加純和加鈺才離開，文真和友人抓緊時間換裝，加純和加鈺有東西忘了拿返回，見到文真變裝離開，趕緊和醫生追上，緊急時文真留言向思思求救後，文真被注射鎮定劑帶回房間。

張廷相思斯解釋他和曉安的關係，思思勸他別和有夫之婦有情感牽連，張廷表示已切斷，思思聽到文真留言，擔憂。

加堯在典禮酒會現場意氣風發，心想很快一切就要到手了，接到加純電話，得知文真想溜被帶回，覺得自己真是天才，知道預先安排加純去守著。"
20,數字台灣HD345 下一個產業革命：新能源車來臨　謝金河　楊瑞臨　沈致瑋,數字台灣,2021-02-21T12:00:23Z,https://www.youtube.com/watch?v=h8ipXwNYYSU,"節目快報：下一個產業革命：新能源車來臨

車用晶片大缺貨，美日德向台灣求助，超急單供貨紓解車用晶片荒；導火線是疫情縮減庫存，前10大IDM廠商產能供應嚴重吃緊。

車市大復甦，斷炊風暴，再一次看見「護國神山」在全球地位，半導體市場供不應求窘態，台灣怎麼與歐商談出雙贏合作模式？

下一個巨變，科技A咖深耕，「特斯拉經驗」奠基，電動車大航海時代來臨，不讓特斯拉專美於前，電動車布局，各大車廠合縱連橫應戰。

汽車大顛覆，創造未來10年，全新商業模式能行得通？ 產業是否徹底3C化？

台灣如何接手？ 本周特別邀請，工研院產科國際所研究總監 楊瑞臨、Garmin亞洲區汽車事業群總經理 沈致瑋。

精彩內容請鎖定2/21（日）晚上8點-年代電視「數字台灣」

首播時間:2021.2.21 20:00-21:00
重播時間:2021.2.21 23:00-24:00、
                 2021.2.22 02:00-03:00
                                    05:00-06:00

----------------------------------------------------
數字台灣官方粉絲團​：https://reurl.cc/6lpjxO

台灣，每天、每月、每年充滿各種經濟數字，
「數字台灣」節目，結合謝金河與財經權威代表，
用新聞專業的角度，財經專業的觀點，
帶領民眾了解台灣總體經濟的現況、挑戰與未來的發展！"
21,SUNMI(선미) 'TAIL(꼬리)' LIVE (Media showcase),Vstar,2021-02-23T09:00:14Z,https://www.youtube.com/watch?v=-_attUbB6pw,"가수 선미가 타이틀곡 ‘꼬리 (TAIL)’로 새롭게 컴백했다. 23일 선미는 자신의 온라인 쇼케이스에서 타이틀곡과 ‘꽃같네 (What The Flower)’를 최초로 공개했다. 선미의 타이틀곡 ‘꼬리 (TAIL)’는 ‘보라빛 밤(pporappippam)’, ‘사이렌 (Siren)’, ‘날라리 (LALALAY)’ 등에서 선미와 함께 합을 맞춰온 히트 메이커 FRANTS(프란츠) 작곡가가 공동으로 작곡한 곡이다. 또한, 수록곡 ‘꽃같네 (What The Flower)’는 크러쉬, 태연 등과 함께 작업하며 세련된 사운드의 곡들을 선보이는 홍소진 작곡가와 선미가 함께 작업한 곡이다. 

#선미꼬리 #SUNMITAIL

선미는 오늘 쇼케이스를 시작으로 음악방송 등 활발한 활동을 전개할 예정이다. 

민중의소리 대중문화 채널 Vstar 채널을 구독하세요!  (Subscribe Channel~ ) https://goo.gl/3wwPMo

- 민중의소리 Youtube 채널 -

※현PD : https://goo.gl/i2b8Bq

- 뷔슷하(Vstar)를 만나는 방법 - 

▶ facebook  : https://www.facebook.com/vstar10
▶ instagram : https://www.instagram.com/vstar09
▶ twitter       : https://twitter.com/vopstar1

* 영상을 재편집 / 재업로드하는 것은 원칙적으로 금지합니다.

** Please enter subtitle of this video in your own language. 
Anybody can enter subtitle by referring to existing English subtitle.
(영어 자막을 제공하실 수 있습니다) 
 
: https://goo.gl/8iBtB7

*** 도를 넘어선 욕설, 비방, 유언비어 유포, 상대를 향한 혐오 표현 등은 관리자가 삭제합니다. 여러 팬들 그리고 많은 시청자가 오가는 공간입니다. 댓글란은 자신의 마음과 생각을 공유하는 곳으로 활용해 주시기 바랍니다. ***"
22,【正常發揮PiMW】20210219  韓國瑜現身！「韓先生來敲門」敲響公益復出起手式！ 綠營啟動「法律追殺」,正常發揮,2021-02-19T14:14:17Z,https://www.youtube.com/watch?v=L-DqGlzqVL4,"正常發揮 是個{不正常}的政論節目

我們評論政治 更愛挖掘內幕
我們監督時政 更愛嘲弄政客

我們罵人不帶髒 糗人沒在怕

犀利也好 幽默也罷
難搞也行 有種最大

我們的苛薄不太正常
我們的尖酸直戳心臟 

國內 國外 政治 社會

誰敢不正常 我們就上膛

正常發揮主旨無他

就盼台灣正常 世界正常
你的盼望 我來喉舌
你的正常 我來發揮

#王又正 #正常發揮

⚠️「未經著作權人事先書面同意，勿將內容用於商業性質之分享、連結。」
「如有任何營業使用，必須事先取得書面同意」

⚠️ 重要提醒！目前YT頻道、臉書粉專先上線！不定時會分享正常發揮小組的工作內容、生活點滴。

⚠️節目正式開播前，會再通知大家！

⚠️記得到臉書按讚、追蹤＋分享啊！
https://www.facebook.com/Playitmyway2020"
23,【飢餓遊戲】EP221 阿里山特輯 揪出山老鼠(下) ／徐乃麟、徐新洋、詹子晴、謝忻、王心恬、咪雅／完整版_20210207,飢餓遊戲Hunger Games,2021-02-21T14:00:13Z,https://www.youtube.com/watch?v=Ta9tvUHKEmc,"本集來賓：徐乃麟、徐新洋、詹子晴、謝忻、王心恬、咪雅

四、阿里山賓館/競標賽：得標隊任務失敗即淘汰，得標隊任務成功即獲勝，贏家抽代表選四位驗身分。
任務1：捏鼻子速行自轉50圈，得標隊任務失敗即淘汰。
任務2：100秒用下巴充爆氣球3顆，得標隊任務失敗即淘汰，
五、沼平公園/矇眼坐到椅子者獲勝，三名勝者PK選出檢驗者。

★阿里山特輯(上) https://youtu.be/geDD9OOQrJ4

史上最餓劣的食競節目【飢餓遊戲】點選以下連結訂閱，精采影音不漏接！https://goo.gl/tFFawX

#飢餓遊戲完整版"
24,【牛排】注射各種液體！價值1萬塊A5和牛『盲測給妹妹吃』feat.Ru儒哥、 儒妹,牛排,2021-02-18T11:00:03Z,https://www.youtube.com/watch?v=aqb6PQ1tPe8,"▶牛排個人社群 / 歡迎訂閱追蹤▶
Youtube ▶https://goo.gl/ZumWLq
Facebook ▶ https://goo.gl/cjX7xc
Instagram ▶ https://www.instagram.com/jam_steak/
歡迎合作邀約來信 ▶ EeeSamTo@gmail.com"
